URL,Name-Original,Type,Category,Name,Name,Req-Race1,Req-Race2,Req-Class,Req-Align,Req-Other,Req-Faith,Req-Place,Description,Source
http://www.d20pfsrd.com/traits/campaign-traits/kingmaker/brigand,Brigand,Campaign,Kingmaker,Brigand,Brigand,,,,,,,,"You begin with an extra 100 gp in equipment. You also gain a +1 trait bonus on Bluff, Diplomacy, Intimidate, and Sense Motive checks when dealing with brigands, thieves, bandits, and their ilk.",
http://www.d20pfsrd.com/traits/campaign-traits/kingmaker/issian,Issian,Campaign,Kingmaker,Issian,Issian,,,,,,,,You gain a +1 trait bonus on all Will saves made to resist mind-affecting effects.,
http://www.d20pfsrd.com/traits/campaign-traits/kingmaker/noble-born,Noble Born,Campaign,Kingmaker,Noble Born,Noble Born,,,,,,,,"Choose one of the following: 
    You ignore the movement penalty for the first 5 feet of rocky difficult terrain you move through per round. This applies only to terrain made difficult by rocks or ruins. In addition, you gain a +2 trait bonus on Appraise checks to assess the value of natural stones or metals. Your family motto is “Strong as the Mountains.”
    You gain one of the following languages as a bonus language: Dwarven, Elven, Hallit, Gnome, Giant, Halfling, Skald, or Sylvan. Your family motto is “Success through Grace.”
    You gain a +1 trait bonus on Swim checks, and Swim is always treated as a class skill for you. Your family motto is “The Waters, Our Fields.”
    You gain a +2 trait bonus on all Diplomacy checks made to deal with fey creatures and a +1 trait bonus on Will saves made against their spells and supernatural abilities. Your family motto is “Endurance Overcomes All.”
    You gain a +1 trait bonus on your CMD. In addition, choose Acrobatics, Diplomacy, or Stealth—you gain a +1 trait bonus on this skill. Your family motto is “High Above.”
    You deal +2 damage when attacking a flat-footed opponent while wielding a light or one-handed weapon. Your family motto is “Ours is the Right.”",
http://www.d20pfsrd.com/traits/campaign-traits/kingmaker/pioneer,Pioneer,Campaign,Kingmaker,Pioneer,Pioneer,,,,,,,,"You begin play with a horse. Choose one of the following skills: Climb, Handle Animal, Knowledge (nature), Perception, Ride, Survival, or Swim—you gain a +1 trait bonus on this skill.",
http://www.d20pfsrd.com/traits/campaign-traits/kingmaker/rostlander,Rostlander,Campaign,Kingmaker,Riverlander,Riverlander,,,,,,,,Your gain a +1 trait bonus on all Fortitude saves.,
http://www.d20pfsrd.com/traits/campaign-traits/kingmaker/sword-scion,Sword Scion,Campaign,Kingmaker,Sword Scion,Sword Scion,,,,,,,,You begin play with a longsword or dueling sword and gain a +1 trait bonus on all attacks and combat maneuvers made with such weapons.,
https://sites.google.com/site/pathfinderogc/traits/campaign-traits/legacy-of-fire/earning-your-freedom,Earning Your Freedom,Campaign,Legacy of Fire,Earning Your Freedom,Earning Your Freedom,,,,,,,,"Choose Fortitude, Reflex, or Will; you gain a +1 trait bonus on all saving throws of that type.",
http://www.d20pfsrd.com/traits/campaign-traits/legacy-of-fire/finding-haleen,Finding Haleen,Campaign,Legacy of Fire,Finding Your Kin,Finding Your Kin,,,,,,,,"The class you chose at 1st level is always a favored class to you. Every time you take a level in the class, you gain +1 hit point and 1 additional skill point over and above what you would normally gain.",
http://www.d20pfsrd.com/traits/campaign-traits/legacy-of-fire/gnoll-killer,Gnoll Killer,Campaign,Legacy of Fire,Gnoll Killer,Gnoll Killer,,,,,,,,"You gain a +1 trait bonus on attack rolls and weapon damage rolls made against gnolls. If you are a barbarian and you’re fighting gnolls, your rage lasts 1 round longer than normal. If you’re a ranger and you select humanoid (gnoll) as a favored enemy, your trait bonus on attack rolls and weapon damage rolls against gnolls increases to +2. If you’re a spellcaster, you gain a +1 trait bonus to spell save DCs for damaging spells against gnolls.",
http://www.d20pfsrd.com/traits/campaign-traits/legacy-of-fire/missionary,Missionary,Campaign,Legacy of Fire,Missionary,Missionary,,,,,,,,"Pick one of the following skills: Bluff, Diplomacy, Intimidate, Knowledge (religion), Perform (any), or Sense Motive. You gain a +1 trait bonus on checks using that skill, and it is always considered a class skill for you.",
http://www.d20pfsrd.com/traits/campaign-traits/legacy-of-fire/reclaiming-your-roots,Reclaiming Your Roots,Campaign,Legacy of Fire,Reclaiming your Roots,Reclaiming your Roots,,,,,,,,"You begin with a piece of jewelry worth 350 gp, or any masterwork weapon or armor worth not more than 350 gp, or a wand containing any 1st-level spell (CL 1st) with 20 charges remaining. If you ever lose this item, you suffer a –1 penalty on Will saves for 1 year.",
http://www.d20pfsrd.com/traits/campaign-traits/legacy-of-fire/seeking-adventure,Seeking Adventure,Campaign,Legacy of Fire,Seeking Adventure,Seeking Adventure,,,,,,,,"You begin with a wayfinder. A wayfinder is a magical compass that grants you a +2 circumstance bonus on Survival checks to avoid becoming lost, and can be commanded to emit light as the spell (CL 5th) as a standard action.",
http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/blood-of-pharaohs,Blood of Pharaohs,Campaign,Mummy's Mask,Blood of Pharaohs,Blood of Pharaohs,,,,,,,,"You gain a +1 trait bonus on Will saves. You also gain a +1 trait bonus on Knowledge (nobility) checks and that skill is always a class skill for you. In addition, you may choose an ancient language as one of your bonus languages.",
http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/devotee-of-the-old-gods,Devotee of the Old Gods,Campaign,Mummy's Mask,Devotee of the Old Gods,Devotee of the Old Gods,,,,,,,,"You gain a +1 trait bonus on Knowledge (history) and Knowledge (religion) checks, and one of those skills is always a class skill for you. In addition, your faith in the old gods grants you a +1 trait bonus on saving throws against divine magic.",
http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/foreign-opportunist,Foreign Opportunist,Campaign,Mummy's Mask,Foreign Opportunist,Foreign Opportunist,,,,,,,,"You gain a +2 trait bonus on Appraise checks, and Appraise is always a class skill for you. In addition, your contacts in the antiquities markets allow you to sell relics for 60% of their listed price, rather than the normal 50% value. What is considered an ancient relic is left to the GM's discretion.",
http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/inquisitive-archaeologist,Inquisitive Archaeologist,Campaign,Mummy's Mask,Inquisitive Archaeologist,Inquisitive Archaeologist,,,,,,,,"You gain a +2 trait bonus on Knowledge (engineering) checks, and that skill is always a class skill for you. In addition, you gain a +2 trait bonus on Perception checks to find concealed or secret doors in ancient structures.",
http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/mummy-cursed,Mummy-Cursed,Campaign,Mummy's Mask,Mummy-Cursed,Mummy-Cursed,,,,,,,,You gain a +2 trait bonus on saving throws against curses and curse effects (including mummy rot and spells with the curse descriptor) and a +2 trait bonus on saving throws against a mummy's aura of despair.,
http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/necropolis-native,Necropolis Native,Campaign,Mummy's Mask,Necropolis Native,Necropolis Native,,,,,,,,"You gain a +2 trait bonus on saving throws against fear effects. In addition, your knowledge of the city grants you a +1 trait bonus on Knowledge (local) checks, and that skill is always a class skill for you.",
http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/resurrected,Resurrected,Campaign,Mummy's Mask,Resurrected,Resurrected,,,,,,,,"You gain a +2 trait bonus on saving throws against death effects. In addition, you do not die until your hit points drop to a negative amount equal to or lower than your Constitution score + 4.",
http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/sphinx-riddler,Sphinx Riddler,Campaign,Mummy's Mask,Sphinx Riddler,Sphinx Riddler,,,,,,,,"You gain a +1 trait bonus on Bluff and Diplomacy checks against sphinxes, and a +1 trait bonus on any skill check to decipher a puzzle or riddle. In addition, you may choose Sphinx as one of your bonus languages.",
http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/trap-finder,Trap Finder,Campaign,Mummy's Mask,Trap Finder,Trap Finder,,,,,,,,"You gain a +1 trait bonus on Disable Device checks, and that skill is always a class skill for you. In addition, you can use Disable Device to disarm magic traps, like a rogue.",
http://www.d20pfsrd.com/traits/campaign-traits/mummy-s-mask/undead-crusader,Undead Crusader,Campaign,Mummy's Mask,Undead Crusader,Undead Crusader,,,,,,,,"You gain a +1 trait bonus on damage rolls against undead creatures. In addition, you gain a +1 trait bonus on Knowledge (religion) checks, and that skill is always a class skill for you.",
http://www.d20pfsrd.com/traits/campaign-traits/rise-of-the-runelords/black-sheep,Black Sheep,Campaign,Rise of the Runelords,Black Sheep,Black Sheep,,,,,,,,"You gain a +1 trait bonus on Knowledge (local) checks, and Knowledge (local) is always a class skill for you. In addition, you can choose any one notorious citizen from below as an ally; depending on the person you pick, you’ll get different benefits.
Apothecarist: You start the game with 400 gp worth of poison, and the apothecarist will continue to sell you poison as long as you don’t spread the word.
Bitter Nobleman: Choose one of the following skills: Bluff, Sleight of Hand, or Stealth. You gain a +1 trait bonus on that skill, and it is always a class skill for you.",
http://www.d20pfsrd.com/traits/campaign-traits/rise-of-the-runelords/favored-son-daughter,Favored Child,Campaign,Rise of the Runelords,Favored Child,Favored Child,,,,,,,,"You gain a +1 trait bonus on Knowledge (local) checks, and Knowledge (local) is always a class skill for you. In addition, you can choose any one law-abiding citizen from below as an ally; depending on the person you pick, you’ll get different benefits.
Local noble and Innkeeper: You gain an additional 10% over the amount of gp you normally would get from selling off treasure.
Town Sheriff: You can call in a favor from him once per game session. A favor can either get you out of a legal jam, hook you up with a town guard for help, or give you a one-time +10 bonus on a Bluff, Diplomacy, or Intimidate check made against any local person.",
http://www.d20pfsrd.com/traits/campaign-traits/rise-of-the-runelords/outlander,Outlander,Campaign,Rise of the Runelords,Outlander,Outlander,,,,,,,,"Choose one of the following:
Lore Seeker: You gain a +1 trait bonus on Knowledge (arcana) checks, and Knowledge (arcana) is always a class skill for you. If you cast arcane spells, pick three spells on your spell list. You are particularly adept at casting these spells, so they function at +1 caster level when you cast them, and their save DCs (if any) gain a +1 bonus.
Exile: You gain a +2 trait bonus on Initiative checks.
Missionary: You gain a +1 trait bonus on Knowledge (religion) checks, and Knowledge (religion) is always a class skill for you. If you cast divine spells, pick three spells on your spell list. You are particularly adept at casting these spells, so they function at +1 caster level when you cast them, and their save DCs (if any) gain a +1 bonus.",
http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/fools-for-friends,Fools for Friends,Campaign,Second Darkness,Fools for Friends,Fools for Friends,,,,,,,,"Whenever you perform the Aid Another action, or whenever an ally aids you in this manner, a successful check grants an additional +1 trait bonus to the check for which aid was being rendered. Additionally, as long as one of your friends is within 30 feet, you gain a +1 trait bonus on all saving throws against charm and compulsion effects.",
http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/into-enemy-territory,Into Enemy Territory,Campaign,Second Darkness,Into Enemy Territory,Into Enemy Territory,,,,,,,,Pick one of the three categories of saving throw. You gain a +1 trait bonus on all saving throws of that type.,
http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/looking-for-work,Looking for Work,Campaign,Second Darkness,Looking for Work,Looking for Work,,,,,,,,"Pick one of the following skills: Bluff, Craft (any), Diplomacy, Intimidate, Perform (any), Profession (gambler), or Perception. You gain a +1 trait bonus in that skill, and that skill is always considered a class skill for you.",
http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/optimistic-gambler,Optimistic Gambler,Campaign,Second Darkness,Optimistic Gambler,Optimistic Gambler,,,,,,,,Effects that grant you morale bonuses persist 1d4 rounds longer than they normally would as a result.,
http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/researching-the-blot,Researching the Blot,Campaign,Second Darkness,Researching the Blot,Researching the Blot,,,,,,,,You can use Spellcraft to identify magic items in the same way you can use Spellcraft to identify a potion. The DC to identify a magic item is equal to 20 + the item’s caster level.,
http://www.d20pfsrd.com/traits/campaign-traits/second-darkness/scouting-for-fiends,Scouting for Fiends,Campaign,Second Darkness,Scouting for Fiends,Scouting for Fiends,,,,,,,,You gain a +1 trait bonus on all attack rolls made against foes you know to be evil outsiders.,
http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/boarded-in-cheliax,Boarded in Cheliax,Campaign,Serpent's Skull,Boarded [A],Boarded [A],,,,,,,,You begin with a detailed map of a very large jungle (this grants +2 competence bonus on all Knowledge [geography] checks made regarding this region) and 200 gp worth of mundane equipment to aid your exploration of the jungle.,
http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/boarded-in-the-mwangi-expanse,Boarded in the Mwangi Expanse,Campaign,Serpent's Skull,Boarded [B],Boarded [B],,,,,,,,You gain Polyglot as a bonus language and receive a +1 trait bonus on all Knowledge (nature) checks regarding the jungle.,
http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/boarded-in-the-shackles,Boarded in the Shackles,Campaign,Serpent's Skull,Boarded [C],Boarded [C],,,,,,,,"Choose Fort, Reflex, or Will. You gain a +1 trait bonus on all saving throws of that type.",
http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/boarded-in-varisia,Boarded in Varisia,Campaign,Serpent's Skull,Boarded [D],Boarded [D],,,,,,,,"You gain either a +2 trait bonus on all Bluff checks made against inhabitants of the jungle, or treat your spells with the mind-affecting descriptor as being +1 caster level higher when cast against creatures and natives of the jungle.",
http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/colonial,Colonial,Campaign,Serpent's Skull,Colonial,Colonial,,,,,,,,You gain a +1 trait bonus on Knowledge (local) checks relating to settlements and politics and a +1 trait bonus on saving throws against disease. ,
http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/get-the-cargo-through,Get the Cargo Through,Campaign,Serpent's Skull,Get the Cargo Through,Get the Cargo Through,,,,,,,,"Your character’s history as a merchant or mercenary has earned her a respectable living, and you begin the campaign with an additional 300 gp in starting wealth.",
http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/mwangi-scholar,Mwangi Scholar,Campaign,Serpent's Skull,Jungle Scholar,Jungle Scholar,,,,,,,,You gain Polyglot as a bonus language and receive a +1 trait bonus on all Knowledge (history) checks regarding the jungle.,
http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/jenivere-crew,Jenivere Crew,Campaign,Serpent's Skull,Ship's Crew,Ship's Crew,,,,,,,,"Pick one of the following skills: Acrobatics, Climb, Knowledge (nature), Knowledge (geography), Swim, or Survival. You gain a +1 trait bonus on that skill, and that skill is always treated as a class skill for you.",
http://www.d20pfsrd.com/traits/campaign-traits/serpent-s-skull/stowaway,Stowaway,Campaign,Serpent's Skull,Stowaway,Stowaway,,,,,,,,You gain a +1 trait bonus on Stealth checks and Survival checks to find food.,
http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/alabaster-outcast,Alabaster Outcast,Campaign,Shattered Star,Alabaster Outcast,Alabaster Outcast,,,,,,,,"You gain a +1 trait bonus on Diplomacy and Intimidate checks made within the city. Additionally, you start play with a noble's outfit, a signet ring, and a single additional non-magical item worth no more than 200 gp.",
http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/exchange-agent,Exchange Agent,Campaign,Shattered Star,Exchange Agent,Exchange Agent,,,,,,,,"You gain one language as a bonus language. Additionally, choose one of the following skills: Handle Animal, Knowledge (geography), Linguistics, or Survival. You gain a +1 trait bonus on checks made with this skill and it is always a class skill for you.",
http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/ex-sczarni,Former Assassin,Campaign,Shattered Star,Former Assassin,Former Assassin,,,,,,,,"You gain a +2 trait bonus on Bluff checks to pass hidden messages. Also, anytime you deliver a coup de grace, you deal an additional 1d6 points of damage.",
http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/monument-scholar,Monument Scholar,Campaign,Shattered Star,Monument Scholar,Monument Scholar,,,,,,,,"You gain a +1 trait bonus on Knowledge (history) checks made in your home city. This bonus increases to +2 if the check relates to that city. Additionally, you gain a +2 trait bonus on any skill check made to receive a boon from one of the cities magically imbued monuments.",
http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/nontraditional-native,Nontraditional Native,Campaign,Shattered Star,Nontraditional Native,Nontraditional Native,,,,,,,,"You gain either a +1 trait bonus on Knowledge (geography) checks made relating to a specific city and a +1 trait bonus on damage rolls made during the surprise round when you're wielding a bladed scarf or starknife, or you gain a +1 trait bonus on Survival checks made while in a specific city and gain a +1 trait bonus on rolls to confirm critical hits made using an earth breaker or a klar.",
http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/ruin-raider,Ruin Raider,Campaign,Shattered Star,Ruin Raider,Ruin Raider,,,,,,,,"You gain a +1 trait bonus on Appraise checks. Additionally, you gain a +4 bonus on Perception checks made to distinguish statue-like creatures (like caryatid columns and gargoyles) from actual sculptures.",
http://www.d20pfsrd.com/traits/campaign-traits/shattered-star/serpent-runner,Serpent Runner,Campaign,Shattered Star,Serpent Runner,Serpent Runner,,,,,,,,"Choose one of the following benefits: a) Choose a specific type of armor. When wearing armor of that type, you treat its armor check penalty as if it were –1 lower, or b) when fighting with two weapons, the penalty imposed on your primary weapon is reduced by 1, or c) you gain a +2 trait bonus on Intimidate checks to demoralize opponents.",
http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/ancient-explorer,Ancient Explorer,Campaign,Skull & Shackles,Ancient Explorer,Ancient Explorer,,,,,,,,"You gain a +1 trait bonus on Knowledge (history) and Knowledge (local) checks, and one of these skills is always a class skill for you. In addition, you gain Cyclops or Polyglot as a bonus language.",
http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/barroom-talespinner,Barroom Talespinner,Campaign,Skull & Shackles,Barroom Talespinner,Barroom Talespinner,,,,,,,,"You gain a +1 trait bonus on Diplomacy checks and one category of Perform checks, and one of these skills is always a class skill for you. In addition, once per week you can make a DC 15 Knowledge (local) or Intelligence check to see if you know a popular legendary pirate tale, the telling of which grants you a +1 trait bonus on checks made to influence NPCs in the area.",
http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/buccaneer-s-blood,Buccaneer's Blood,Campaign,Skull & Shackles,Buccaneer's Blood,Buccaneer's Blood,,,,,,,,"You gain a +1 trait bonus on Intimidate and Profession (sailor) checks. In addition, you gain a one-time +1 trait bonus to your Disrepute and Infamy scores.",
http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/dockside-brawler,Dockside Brawler,Campaign,Skull & Shackles,Dockside Brawler,Dockside Brawler,,,,,,,,You begin with brass knuckles in addition to your starting wealth. You gain a +1 trait bonus on damage rolls with brass knuckles and improvised weapons.,
http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/eye-for-plunder,Eye for Plunder,Campaign,Skull & Shackles,Eye for Plunder,Eye for Plunder,,,,,,,,"You gain a +1 trait bonus on Appraise and Perception checks to find concealed or secret objects (including doors and traps). In addition, you begin the campaign with a selection mundane trade goods worth 50 gp that you were able to scrounge together during your first day on the ship.",
http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/ilizmagorti-native,Native,Campaign,Skull & Shackles,Native,Native,,,,,,,,"You gain a +1 trait bonus on Sense Motive checks, and Sense Motive is always a class skill for you. In addition, your familiarity with the pirate's life allows you to make untrained Knowledge (local) checks regarding pirates or the region.",
http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/besmara-s-blessing,Natural Born Sailor,Campaign,Skull & Shackles,Natural Born Sailor,Natural Born Sailor,,,,,,,,"You gain a +1 trait bonus on Perception and Profession (sailor) checks. In addition, once per week you can reroll a Profession (sailor) check and take the higher result (you must announce that you are using this ability before the results of the check are known).",
http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/peg-leg,Peg Leg,Campaign,Skull & Shackles,Peg Leg,Peg Leg,,,,,,,,You gain a +1 trait bonus on Fortitude saves and a +1 trait bonus on damage rolls against sharks and other animals with the aquatic subtype.,
http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/ship-s-surgeon,Ship's Surgeon,Campaign,Skull & Shackles,Ship's Surgeon,Ship's Surgeon,,,,,,,,"You begin play with a fully stocked healer's kit and gain a +1 trait bonus on Craft (carpentry) and Heal checks, and Heal is always a class skill for you.",
http://www.d20pfsrd.com/traits/campaign-traits/skull-shackles/touched-by-the-sea,Touched by the Sea,Campaign,Skull & Shackles,Touched by the Sea,Touched by the Sea,,,,,,,,"You gain a +1 trait bonus on Swim checks and Swim is always a class skill for you. In addition, penalties on attack rolls made underwater are lessened by 1.",
http://www.d20pfsrd.com/traits/equipment-traits/augmented-disguise,Augmented Disguise,Equipment,,Augmented Disguise,Augmented Disguise,,,,,,,,"You gain a +2 trait bonus on Disguise checks when wearing a wig, false beard, or similar large prop, or if you are wearing a special costume or eye-catching bauble that reinforces your disguise.",
http://www.d20pfsrd.com/traits/equipment-traits/dealmaker,Dealmaker,Equipment,,Dealmaker,Dealmaker,,,,,,,,"Once per week, when looking for an item with a price greater than the local community’s base value, make a DC 10 Diplomacy check; add 10 to the DC for each community size category between the current community and the community size with a base value sufficient for that item. Success means (with GM approval) you’re able to sell or purchase that item as if the local community were of sufficient size. Each additional attempt (successful or otherwise) in that community increases the DC by an additional +10.",
http://www.d20pfsrd.com/traits/equipment-traits/extremely-fashionable,Extremely Fashionable,Equipment,,Extremely Fashionable,Extremely Fashionable,,,,,,,,"Whenever you are wearing clean and presentable clothing and/or jewelry worth at least 150 gp, you gain a +1 trait bonus on Bluff, Diplomacy, and Intimidate checks. One of these skills (your choice) is always a class skill for you.",
http://www.d20pfsrd.com/traits/equipment-traits/heirloom-weapon,Heirloom Weapon,Equipment,,Heirloom Weapon,Heirloom Weapon,,,,,,,,"Choose a non-masterwork simple or martial weapon and one of the following benefits: a) You gain proficiency with that specific weapon; b) You gain a +1 trait bonus on attacks of opportunity with that specific weapon; or c) You gain a +2 trait bonus on one kind of combat maneuver when using that specific weapon. Note: This trait does not give you that item, it must still be purchased normally.",
http://www.d20pfsrd.com/traits/equipment-traits/improvisational-equipment,Improvisational Equipment,Equipment,,Improvisational Equipment,Improvisational Equipment,,,,,,,,"When using an item for anything other than its intended purpose—such as using a crowbar as a grappling hook or an old shirt to bandage a deadly wound—reduce the improvisation penalty by 2. This does not apply to improvised weapon penalties. Your GM may rule that some things are just not suitable for use in certain ways; for example, gluing a dead orc’s face to your own face won’t help you disguise yourself as an orc.",
http://www.d20pfsrd.com/traits/equipment-traits/iron-liver,Iron Liver,Equipment,,Iron Liver,Iron Liver,,,,,,,,"You gain a +2 trait bonus on Fortitude saving throws against poison and drugs, and a +4 trait bonus on Fortitude saves to avoid the effects of alcohol.",
http://www.d20pfsrd.com/traits/equipment-traits/power-of-suggestion,Power of Suggestion,Equipment,,Power of Suggestion,Power of Suggestion,,,,,,,,"You may make a Bluff check to make observers believe that an object in your possession is actually a different object entirely. The DC for the check is 20 for items of a similar size, shape, and color (such as a glaive and a quarterstaff). Items of a different shape, size, or color raise the DC by 5 for each dissimilar aspect, or more if the dissimilarity is extreme. This deception lasts 1 minute; if the item is still in view, the observers may recognize their error unless you make another bluff check.",
http://www.d20pfsrd.com/traits/equipment-traits/prehensile-whip,Prehensile Whip,Equipment,,Prehensile Whip,Prehensile Whip,,,,,,,,"You can use a whip as if it were a rope with a grappling hook at the end. Attaching your whip is a standard action, but detaching it is a full-round action.",
http://www.d20pfsrd.com/traits/equipment-traits/quick-learner,Quick Learner,Equipment,,Quick Learner,Quick Learner,,,,,,,,"After your first attack in a combat with a weapon in which you are not proficient, the non-proficiency penalty decreases by 2 (to a –2 penalty). This effect lasts only while you have the weapon in hand; you must “relearn” the weapon each time you pick it up.",
http://www.d20pfsrd.com/traits/equipment-traits/rough-and-ready,Rough and Ready,Equipment,,Rough and Ready,Rough and Ready,,,,,,,,"When you use a tool of your trade (requiring at least 1 rank in the appropriate Craft or Profession skill) as a weapon, you do not take the improvised weapon penalty and instead receive a +1 trait bonus on your attack. This trait is commonly used with shovels, picks, blacksmith hammers, and other sturdy tools — lutes and brooms make terribly fragile weapons.",
http://www.d20pfsrd.com/traits/equipment-traits/stage-magic,Stage Magic,Equipment,,Stage Magic,Stage Magic,,,,,,,,"When you use an alchemical item such as a flask of alchemist’s fire, smokestick, thunderstone, or another appropriate alchemical item (GM’s discretion) as part of a performance, you gain a +2 trait bonus on your Perform check for the duration of that performance. The item is expended without its normal effects and only serves to make your performance more impressive; for example, you could pretend to ignite yourself with alchemist’s fire as part of a Perform (comedy) check or make a dramatic appearance with a smokestick as part of a Perform (act) check, but you would not actually take fire damage or gain concealment from smoke.",
http://www.d20pfsrd.com/traits/equipment-traits/stealthy-escape,Stealthy Escape,Equipment,,Stealthy Escape,Stealthy Escape,,,,,,,,"When trying to escape manacles, rope, or other similar restraints (but not grapples or similar attacks), you may make a Sleight of Hand check instead of your Escape Artist modifier. If you free yourself, you gain a +2 trait bonus on Bluff checks to pretend that you are still bound.",
http://www.d20pfsrd.com/traits/equipment-traits/thrown-together-fashion,Thrown-Together Fashion,Equipment,,Thrown-Together Fashion,Thrown-Together Fashion,,,,,,,,"With a basic sewing kit or disguise kit, you can make a Disguise check to change one outfit into another outfit. The DC of this check is equal to 10 + the gp difference between costs of the outfits. The alteration takes 10 minutes per 1-gp difference in the cost of the outfits.",
,A Sure Thing,Faction,,A Sure Thing,A Sure Thing,,,,,,,,"Once per day, you gain a +2 bonus on a single attack against an evil-aligned creature. If the creature is not evil-aligned, this ability is wasted with no benefit.",
,Aid Allies,Faction,,Aid Allies,Aid Allies,,,,,,,,"When using the aid another action, you give your ally a +3 bonus instead of a +2 bonus.",
,Attuned to the Ancestors,Faction,,Attuned to the Ancestors,Attuned to the Ancestors,,,,,,,,"Once per day, you can surround yourself with an aura of unlife. Unintelligent undead ignore you unless you take action against them, per hide from undead. The protection lasts for 1 round per two character levels you possess. If you take any offensive action against any undead, this effect immediately ends. This is a supernatural ability.",
,Bad Reputation,Faction,,Bad Reputation,Bad Reputation,,,,,,,,"You gain a +2 trait bonus on Intimidate checks, and Intimidate becomes a class skill for you.",
,Beneficient Touch,Faction,,Beneficient Touch,Beneficient Touch,,,,,,,,"Once per day, when you cast a spell or use a class ability that heals hit point damage, reroll any 1s that appear on the dice and take the new roll (even if it is another 1).",
,Captain's Blade,Faction,,Captain's Blade,Captain's Blade,,,,,,,,"While on board any vessel afloat on water, you gain a +1 trait bonus on Acrobatics and Climb checks. One of these skills (your choice) is always a class skill for you.",
,Comparative Religion,Faction,,Comparative Religion,Comparative Religion,,,,,,,,"You gain a +1 trait bonus on Knowledge (religion) skill checks, and Knowledge (religion) becomes a class skill for you.",
,Dervish,Faction,,Dervish,Dervish,,,,,,,,"You gain a +1 dodge bonus to Armor Class against attacks of opportunity caused when you move out of or within a threatened area. Dodge bonuses stack with each other, unlike most types of bonuses.",
,Desert Shadow,Faction,,Desert Shadow,Desert Shadow,,,,,,,,When using the Stealth skill to move at full speed you no longer suffer a -5 penalty on your Stealth skill check.,
,Devil's Mark,Faction,,Devil's Mark,Devil's Mark,,,,,,,,"You gain a +2 trait bonus on all Bluff, Diplomacy, Intimidate, and Sense Motive checks when dealing with outsiders of the evil subtype.",
,Dunewalker,Faction,,Dunewalker,Dunewalker,,,,,,,,You gain a +4 trait bonus on Fortitude checks to resist nonlethal damage from hot conditions and can always move through non-magical sand as if it were normal terrain.,
,Eastern Mysteries,Faction,,Eastern Mysteries,Eastern Mysteries,,,,,,,,Once per day you may select one single spell that you are casting that allows for a saving throw. You may increase the DC of that spell by +2.,
,Expert Duelist,Faction,,Expert Duelist,Expert Duelist,,,,,,,,You gain a +1 trait bonus to your Armor Class so long as you are adjacent to a single foe. This trait bonus is not applied to your Armor Class for touch attacks or when denied your Dex bonus.,
,Fashionable,Faction,,Fashionable,Fashionable,,,,,,,,"As long as you are wearing clothing and jewelry worth at least 80 gp, you gain a +1 trait bonus on Bluff, Diplomacy, and Sense Motive checks. One of these skills (your choice) becomes a class skill for you.",
,Fiendish Presence,Faction,,Fiendish Presence,Fiendish Presence,,,,,,,,You gain a +1 trait bonus on Diplomacy and Sense Motive checks. One of these skills (your choice) is always a class skill for you.,
